datetime,currency,impact,event,actual,forecast,previous
2023-04-20 12:00:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2023-04-20 12:30:00+00:00,USD,2,Initial Jobless Claims,245.0,240.0,239.0
2023-04-20 12:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,239.75,,240.0
2023-04-20 12:30:00+00:00,USD,2,Philadelphia Fed Manufacturing Survey,-31.3,-19.2,-23.2
2023-04-20 14:00:00+00:00,EUR,2,Consumer Confidence,-17.5,-18.5,-19.2
2023-04-20 15:30:00+00:00,CAD,3,BoC's Governor Macklem speech,,,
2023-04-20 15:30:00+00:00,CAD,2,BoC's Rogers speech,,,
2023-04-20 16:00:00+00:00,USD,2,Fed's Waller speech,,,
2023-04-20 16:20:00+00:00,USD,2,Fed's Mester speech,,,
2023-04-20 19:00:00+00:00,USD,2,Fed's Bowman speech,,,
2023-04-20 19:00:00+00:00,USD,2,Fed's Logan speech,,,
2023-04-20 20:15:00+00:00,EUR,2,ECB's Schnabel speech,,,
2023-04-20 23:00:00+00:00,AUD,2,S&P Global Manufacturing PMI,,48.8,
2023-04-20 23:00:00+00:00,AUD,2,S&P Global Services PMI,,,
2023-04-20 23:01:00+00:00,GBP,2,GfK Consumer Confidence,-30.0,-35.0,-36.0
2023-04-20 23:30:00+00:00,JPY,2,National Consumer Price Index (YoY),3.2,2.6,3.3
2023-04-20 23:30:00+00:00,JPY,2,"National CPI ex Food, Energy (YoY)",3.8,3.4,3.5
2023-04-20 23:30:00+00:00,JPY,2,National CPI ex Fresh Food (YoY),3.1,3.1,3.1
2023-04-21 06:00:00+00:00,GBP,2,Retail Sales (MoM),-0.9,-0.5,1.2
2023-04-21 06:00:00+00:00,GBP,2,Retail Sales (YoY),-3.1,-3.1,-3.5
2023-04-21 06:00:00+00:00,GBP,2,Retail Sales ex-Fuel (MoM),-1.0,-0.7,1.5
2023-04-21 06:00:00+00:00,GBP,2,Retail Sales ex-Fuel (YoY),-3.2,-3.1,-3.3
2023-04-21 07:00:00+00:00,EUR,2,ECB's De Guindos speech,,,
2023-04-21 07:30:00+00:00,EUR,3,HCOB Composite PMI,,52.7,
2023-04-21 07:30:00+00:00,EUR,3,HCOB Manufacturing PMI,,45.7,
2023-04-21 07:30:00+00:00,EUR,2,HCOB Services PMI,,53.3,
2023-04-21 08:00:00+00:00,EUR,3,HCOB Composite PMI,,53.7,
2023-04-21 08:00:00+00:00,EUR,2,HCOB Manufacturing PMI,,48.0,
2023-04-21 08:00:00+00:00,EUR,2,HCOB Services PMI,,54.5,
2023-04-21 08:30:00+00:00,GBP,2,S&P Global Composite PMI,,52.5,
2023-04-21 08:30:00+00:00,GBP,2,S&P Global Manufacturing PMI,,48.5,
2023-04-21 08:30:00+00:00,GBP,3,S&P Global Services PMI,,52.9,
2023-04-21 12:30:00+00:00,CAD,3,Retail Sales (MoM),-0.2,-0.6,1.4
2023-04-21 12:30:00+00:00,CAD,2,Retail Sales ex Autos (MoM),-0.7,-0.1,0.9
2023-04-21 13:45:00+00:00,USD,2,S&P Global Composite PMI,,52.8,
2023-04-21 13:45:00+00:00,USD,2,S&P Global Manufacturing PMI,,49.0,
2023-04-21 13:45:00+00:00,USD,2,S&P Global Services PMI,,51.5,
2023-04-21 14:30:00+00:00,EUR,2,ECB's Elderson speech,,,
2023-04-21 17:45:00+00:00,EUR,2,ECB's De Guindos speech,,,
2023-04-24 08:00:00+00:00,EUR,2,IFO – Business Climate,93.6,94.0,93.3
2023-04-24 08:00:00+00:00,EUR,2,IFO – Current Assessment,95.0,96.1,95.4
2023-04-24 08:00:00+00:00,EUR,2,IFO – Expectations,92.2,91.6,91.2
2023-04-24 12:30:00+00:00,USD,2,Chicago Fed National Activity Index ,-0.19,-0.02,-0.19
2023-04-25 09:00:00+00:00,GBP,2,BoE's Broadbent speech,,,
2023-04-25 13:00:00+00:00,USD,2,Housing Price Index (MoM),0.5,-0.2,0.2
2023-04-25 13:00:00+00:00,USD,2,S&P/Case-Shiller Home Price Indices (YoY),0.4,0.1,2.5
2023-04-25 14:00:00+00:00,USD,2,Consumer Confidence,,,
2023-04-25 14:00:00+00:00,USD,2,New Home Sales (MoM),0.683,0.634,0.64
2023-04-25 22:45:00+00:00,NZD,2,Exports,6.51,,5.23
2023-04-25 22:45:00+00:00,NZD,2,Imports,7.78,,5.95
2023-04-25 22:45:00+00:00,NZD,2,Trade Balance NZD (YoY),-16.4,,-15.64
2023-04-26 01:30:00+00:00,AUD,3,Consumer Price Index (YoY),6.1,6.6,6.8
2023-04-26 01:30:00+00:00,AUD,3,Quarterly Consumer Price Index (QoQ),1.4,1.3,1.9
2023-04-26 01:30:00+00:00,AUD,2,Quarterly Consumer Price Index (YoY),7.0,6.9,7.8
2023-04-26 01:30:00+00:00,AUD,3,Quarterly RBA Trimmed Mean CPI (QoQ),1.2,1.4,1.7
2023-04-26 06:00:00+00:00,EUR,2,GfK Consumer Confidence Survey,-25.7,-27.5,-29.5
2023-04-26 08:00:00+00:00,CHF,2,ZEW Survey – Expectations,-33.3,-18.9,-41.3
2023-04-26 12:30:00+00:00,USD,3,Durable Goods Orders,3.2,0.8,-1.0
2023-04-26 12:30:00+00:00,USD,2,Durable Goods Orders ex Defense,3.5,0.0,-0.5
2023-04-26 12:30:00+00:00,USD,2,Durable Goods Orders ex Transportation,0.3,-0.2,0.0
2023-04-26 12:30:00+00:00,USD,3,Nondefense Capital Goods Orders ex Aircraft,-0.4,0.2,0.2
2023-04-26 17:30:00+00:00,CAD,2,BoC Summary of Deliberations,,,
2023-04-27 09:00:00+00:00,EUR,2,Business Climate,0.54,,0.7
2023-04-27 09:00:00+00:00,EUR,2,Consumer Confidence,-17.5,-17.5,-17.5
2023-04-27 12:30:00+00:00,USD,2,Core Personal Consumption Expenditures (QoQ),4.9,4.8,4.4
2023-04-27 12:30:00+00:00,USD,3,Gross Domestic Product Annualized,1.1,2.0,2.6
2023-04-27 12:30:00+00:00,USD,2,Gross Domestic Product Price Index,4.0,3.8,3.9
2023-04-27 12:30:00+00:00,USD,2,Initial Jobless Claims,230.0,248.0,245.0
2023-04-27 12:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,236.0,,239.75
2023-04-27 12:30:00+00:00,USD,2,Personal Consumption Expenditures Prices (QoQ),4.2,0.5,3.7
2023-04-27 14:00:00+00:00,USD,2,Pending Home Sales (MoM),-5.2,0.5,0.8
2023-04-27 16:15:00+00:00,EUR,2,ECB's Panetta speech,,,
2023-04-27 22:00:00+00:00,NZD,2,ANZ – Roy Morgan Consumer Confidence,79.3,,77.7
2023-04-27 23:30:00+00:00,JPY,2,Jobs / Applicants Ratio,1.32,1.34,1.34
2023-04-27 23:30:00+00:00,JPY,2,Tokyo Consumer Price Index (YoY),3.5,2.6,3.3
2023-04-27 23:30:00+00:00,JPY,2,"Tokyo CPI ex Food, Energy (YoY)",3.8,2.9,3.4
2023-04-27 23:30:00+00:00,JPY,2,Tokyo CPI ex Fresh Food (YoY),3.5,3.2,3.2
2023-04-27 23:30:00+00:00,JPY,2,Unemployment Rate,2.8,2.5,2.6
2023-04-27 23:50:00+00:00,JPY,2,Industrial Production (MoM),0.8,1.2,4.6
2023-04-27 23:50:00+00:00,JPY,2,Industrial Production (YoY),-0.7,0.5,-0.5
2023-04-27 23:50:00+00:00,JPY,2,Large Retailer Sales,3.2,3.8,4.7
2023-04-27 23:50:00+00:00,JPY,2,Retail Trade (YoY),7.2,5.8,6.6
2023-04-27 23:50:00+00:00,JPY,2,Retail Trade s.a (MoM),0.6,0.3,1.4
2023-04-28 03:00:00+00:00,JPY,3,BoJ Monetary Policy Statement,,,
2023-04-28 03:00:00+00:00,JPY,2,BoJ Outlook Report,,,
2023-04-28 04:00:31.217000+00:00,JPY,3,BoJ Interest Rate Decision,-0.1,-0.1,-0.1
2023-04-28 06:00:00+00:00,JPY,3,BoJ Press Conference,,,
2023-04-28 06:30:00+00:00,CHF,2,Real Retail Sales (YoY),-1.9,1.7,0.3
2023-04-28 07:00:00+00:00,CHF,2,KOF Leading Indicator,96.4,98.1,98.2
2023-04-28 07:00:00+00:00,EUR,2,EcoFin Meeting,,,
2023-04-28 07:00:00+00:00,EUR,2,Eurogroup Meeting,,,
2023-04-28 07:55:00+00:00,EUR,2,Unemployment Change,24.0,10.0,16.0
2023-04-28 07:55:00+00:00,EUR,2,Unemployment Rate s.a.,5.6,5.6,5.6
2023-04-28 08:00:00+00:00,CHF,3,SNB's Chairman Jordan speech,,,
2023-04-28 08:00:00+00:00,EUR,3,Gross Domestic Product (QoQ),0.0,0.2,-0.4
2023-04-28 08:00:00+00:00,EUR,2,Gross Domestic Product (YoY),-0.1,0.3,0.9
2023-04-28 08:00:00+00:00,EUR,2,Gross Domestic Product w.d.a (YoY),0.2,0.8,0.3
2023-04-28 09:00:00+00:00,EUR,3,Gross Domestic Product s.a. (QoQ),0.1,0.2,0.0
2023-04-28 09:00:00+00:00,EUR,3,Gross Domestic Product s.a. (YoY),1.3,1.4,1.8
2023-04-28 12:00:00+00:00,EUR,3,Harmonized Index of Consumer Prices (YoY),7.6,7.8,7.8
2023-04-28 12:30:00+00:00,CAD,2,Gross Domestic Product (MoM),0.1,0.2,0.5
2023-04-28 12:30:00+00:00,USD,2,Core Personal Consumption Expenditures - Price Index (MoM),0.3,0.3,0.3
2023-04-28 12:30:00+00:00,USD,2,Core Personal Consumption Expenditures - Price Index (YoY),4.6,4.5,4.6
2023-04-28 12:30:00+00:00,USD,2,Personal Income (MoM),0.3,0.2,0.3
2023-04-28 12:30:00+00:00,USD,2,Personal Spending,0.0,-0.1,0.2
2023-04-28 13:45:00+00:00,USD,2,Chicago PMI,48.6,43.5,43.8
2023-04-28 14:00:00+00:00,USD,2,Michigan Consumer Expectations Index,60.5,,60.3
2023-04-28 14:00:00+00:00,USD,2,Michigan Consumer Sentiment Index,63.5,63.5,63.5
2023-04-28 14:00:00+00:00,USD,2,UoM 1-year Consumer Inflation Expectations,4.6,,4.6
2023-04-28 14:00:00+00:00,USD,2,UoM 5-year Consumer Inflation Expectation,3.0,,2.9
2023-04-29 07:00:00+00:00,EUR,2,EcoFin Meeting,,,
2023-05-01 01:00:00+00:00,AUD,2,TD-MI Inflation Gauge (YoY),6.1,,5.7
2023-05-01 13:30:00+00:00,CAD,2,S&P Global Manufacturing PMI,,50.5,
2023-05-01 13:45:00+00:00,USD,2,S&P Global Manufacturing PMI,,50.4,
2023-05-01 14:00:00+00:00,USD,2,ISM Manufacturing Employment Index,50.2,47.9,46.9
2023-05-01 14:00:00+00:00,USD,2,ISM Manufacturing New Orders Index,45.7,45.5,44.3
2023-05-01 14:00:00+00:00,USD,3,ISM Manufacturing PMI,47.1,46.6,46.3
2023-05-01 14:00:00+00:00,USD,2,ISM Manufacturing Prices Paid,53.2,50.4,49.2
2023-05-02 04:30:00+00:00,AUD,3,RBA Interest Rate Decision,3.85,3.6,3.6
2023-05-02 04:30:00+00:00,AUD,3,RBA Rate Statement,,,
2023-05-02 06:00:00+00:00,EUR,2,Retail Sales (MoM),-2.4,0.4,-1.3
2023-05-02 06:00:00+00:00,EUR,3,Retail Sales (YoY),-8.6,-6.1,-7.1
2023-05-02 07:55:00+00:00,EUR,2,HCOB Manufacturing PMI,,44.0,
2023-05-02 08:00:00+00:00,EUR,3,ECB Bank Lending Survey,,,
2023-05-02 08:30:00+00:00,GBP,2,S&P Global Manufacturing PMI,,46.6,
2023-05-02 09:00:00+00:00,EUR,2,Core Harmonized Index of Consumer Prices (MoM),1.0,1.1,1.3
2023-05-02 09:00:00+00:00,EUR,3,Core Harmonized Index of Consumer Prices (YoY),5.6,5.7,5.7
2023-05-02 09:00:00+00:00,EUR,2,Harmonized Index of Consumer Prices (MoM),0.7,0.9,0.9
2023-05-02 09:00:00+00:00,EUR,3,Harmonized Index of Consumer Prices (YoY),7.0,6.9,6.9
2023-05-02 14:00:00+00:00,USD,2,Factory Orders (MoM),0.9,0.8,-0.7
2023-05-02 21:00:00+00:00,NZD,2,RBNZ Financial Stability Report,,,
2023-05-02 22:45:00+00:00,NZD,3,Employment Change,0.8,0.4,0.2
2023-05-02 22:45:00+00:00,NZD,2,Labour Cost Index (QoQ),0.9,1.1,1.1
2023-05-02 22:45:00+00:00,NZD,2,Participation Rate,72.0,71.7,71.7
2023-05-02 22:45:00+00:00,NZD,3,Unemployment Rate,3.4,3.5,3.4
2023-05-02 23:00:00+00:00,AUD,2,AiG Industry Index,-20.1,,-6.1
2023-05-02 23:00:00+00:00,AUD,2,S&P Global Services PMI,,52.6,
2023-05-03 01:30:00+00:00,AUD,3,Retail Sales s.a. (MoM),0.4,0.2,0.2
2023-05-03 09:00:00+00:00,EUR,2,Unemployment Rate,6.5,6.6,6.6
2023-05-03 12:15:00+00:00,USD,3,ADP Employment Change,296.0,148.0,145.0
2023-05-03 13:45:00+00:00,USD,2,S&P Global Composite PMI,,53.5,
2023-05-03 13:45:00+00:00,USD,2,S&P Global Services PMI,,53.7,
2023-05-03 14:00:00+00:00,USD,2,ISM Services Employment Index,50.8,52.6,51.3
2023-05-03 14:00:00+00:00,USD,2,ISM Services New Orders Index,56.1,57.0,52.2
2023-05-03 14:00:00+00:00,USD,3,ISM Services PMI,51.9,51.8,51.2
2023-05-03 14:00:00+00:00,USD,2,ISM Services Prices Paid,59.6,59.9,59.5
2023-05-03 18:00:00+00:00,USD,3,Fed Interest Rate Decision,5.25,5.25,5.0
2023-05-03 18:00:00+00:00,USD,3,Fed Monetary Policy Statement,,,
2023-05-03 18:30:00+00:00,USD,3,FOMC Press Conference,,,
2023-05-03 22:45:00+00:00,NZD,2,Building Permits s.a. (MoM),7.0,-0.3,-9.0
2023-05-04 01:30:00+00:00,AUD,2,Exports (MoM),4.0,,-3.0
2023-05-04 01:30:00+00:00,AUD,2,Imports (MoM),2.0,,-9.0
2023-05-04 01:30:00+00:00,AUD,3,Trade Balance (MoM),15269.0,12650.0,13870.0
2023-05-04 06:00:00+00:00,EUR,2,Trade Balance s.a.,16.7,16.1,16.0
2023-05-04 07:55:00+00:00,EUR,2,HCOB Composite PMI,,53.9,
2023-05-04 08:00:00+00:00,EUR,2,HCOB Composite PMI,,54.4,
2023-05-04 08:30:00+00:00,GBP,2,S&P Global Composite PMI,,53.9,
2023-05-04 12:15:00+00:00,EUR,3,ECB Main Refinancing Operations Rate,3.75,3.75,3.5
2023-05-04 12:15:00+00:00,EUR,3,ECB Monetary Policy Statement,,,
2023-05-04 12:15:00+00:00,EUR,3,ECB Rate On Deposit Facility,3.25,3.25,3.0
2023-05-04 12:30:00+00:00,CAD,2,International Merchandise Trade,0.97,0.2,0.42
2023-05-04 12:30:00+00:00,USD,2,Goods and Services Trade Balance,-64.2,-63.3,-70.5
2023-05-04 12:30:00+00:00,USD,2,Initial Jobless Claims,242.0,240.0,230.0
2023-05-04 12:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,239.25,,236.0
2023-05-04 12:30:00+00:00,USD,2,Nonfarm Productivity,-2.7,-1.8,1.7
2023-05-04 12:30:00+00:00,USD,2,Unit Labor Costs,6.3,5.5,3.2
2023-05-04 12:45:00+00:00,EUR,3,ECB Press Conference,,,
2023-05-04 14:00:00+00:00,CAD,2,Ivey Purchasing Managers Index,55.6,,65.2
2023-05-04 14:00:00+00:00,CAD,2,Ivey Purchasing Managers Index s.a,56.8,54.8,58.2
2023-05-04 16:50:00+00:00,CAD,3,BoC's Governor Macklem speech,,,
2023-05-05 01:30:00+00:00,AUD,3,RBA Monetary Policy Statement,,,
2023-05-05 05:45:00+00:00,CHF,2,Unemployment Rate s.a (MoM),1.9,1.9,1.9
2023-05-05 08:00:00+00:00,EUR,2,ECB's Elderson speech,,,
2023-05-05 09:00:00+00:00,EUR,2,Retail Sales (MoM),-1.2,0.0,-0.8
2023-05-05 09:00:00+00:00,EUR,3,Retail Sales (YoY),-3.8,-3.1,-3.0
2023-05-05 12:30:00+00:00,CAD,2,Average Hourly Wages (YoY),5.2,,5.2
2023-05-05 12:30:00+00:00,CAD,3,Net Change in Employment,41.4,20.0,34.7
2023-05-05 12:30:00+00:00,CAD,2,Participation Rate,65.6,65.6,65.6
2023-05-05 12:30:00+00:00,CAD,3,Unemployment Rate,5.0,5.1,5.0
2023-05-05 12:30:00+00:00,USD,2,Average Hourly Earnings (MoM),0.5,0.3,0.3
2023-05-05 12:30:00+00:00,USD,2,Average Hourly Earnings (YoY),4.4,4.2,4.2
2023-05-05 12:30:00+00:00,USD,2,Labor Force Participation Rate,62.6,62.5,62.6
2023-05-05 12:30:00+00:00,USD,3,Nonfarm Payrolls,253.0,179.0,236.0
2023-05-05 12:30:00+00:00,USD,2,U6 Underemployment Rate,6.6,6.7,6.7
2023-05-05 12:30:00+00:00,USD,2,Unemployment Rate,3.4,3.5,3.5
2023-05-05 17:00:00+00:00,USD,2,Fed's Cook speech,,,
2023-05-07 23:50:00+00:00,JPY,3,BoJ Monetary Policy Meeting Minutes,,,
2023-05-08 01:30:00+00:00,AUD,2,Building Permits (MoM),-0.1,,4.0
2023-05-08 14:00:00+00:00,EUR,2,ECB's Lane speech,,,
2023-05-08 18:00:00+00:00,USD,2,Loan Officer Survey,,,
2023-05-08 23:01:00+00:00,GBP,2,BRC Like-For-Like Retail Sales (YoY),5.2,,4.9
2023-05-08 23:30:00+00:00,JPY,2,Overall Household Spending (YoY),-1.9,0.4,1.6
2023-05-09 01:30:00+00:00,AUD,2,Retail Sales (QoQ),-0.6,-0.4,-0.2
2023-05-09 08:00:00+00:00,EUR,2,ECB's Lane speech,,,
2023-05-09 09:30:00+00:00,AUD,3,Budget Release,,,
2023-05-09 12:30:00+00:00,USD,2,Fed's Jefferson speech,,,
2023-05-09 16:05:00+00:00,USD,2,Fed's Williams speech,,,
2023-05-09 17:00:00+00:00,EUR,2,ECB's Schnabel speech,,,
2023-05-10 06:00:00+00:00,EUR,3,Harmonized Index of Consumer Prices (YoY),7.6,7.6,7.6
2023-05-10 12:30:00+00:00,USD,2,Consumer Price Index (MoM),0.4,0.4,0.1
2023-05-10 12:30:00+00:00,USD,2,Consumer Price Index (YoY),4.9,5.0,5.0
2023-05-10 12:30:00+00:00,USD,2,Consumer Price Index Core s.a,306.49,,305.24
2023-05-10 12:30:00+00:00,USD,3,Consumer Price Index ex Food & Energy (MoM),0.4,0.4,0.4
2023-05-10 12:30:00+00:00,USD,3,Consumer Price Index ex Food & Energy (YoY),5.5,5.5,5.6
2023-05-10 18:00:00+00:00,USD,2,Monthly Budget Statement,176.0,235.0,-378.0
2023-05-10 23:50:00+00:00,JPY,2,Current Account n.s.a.,2278.1,2947.3,2197.2
2023-05-11 01:00:00+00:00,AUD,2,Consumer Inflation Expectations,5.0,5.0,4.6
2023-05-11 11:00:00+00:00,GBP,3,BoE Interest Rate Decision,4.5,4.5,4.25
2023-05-11 11:00:00+00:00,GBP,3,BoE Minutes,,,
2023-05-11 11:00:00+00:00,GBP,3,BoE Monetary Policy Report,,,
2023-05-11 11:00:00+00:00,GBP,3,BoE Monetary Policy Summary,,,
2023-05-11 11:00:00+00:00,GBP,3,BoE MPC Vote Rate Cut,0.0,0.0,0.0
2023-05-11 11:00:00+00:00,GBP,3,BoE MPC Vote Rate Hike,7.0,7.0,7.0
2023-05-11 11:00:00+00:00,GBP,3,BoE MPC Vote Rate Unchanged,2.0,2.0,2.0
2023-05-11 11:30:00+00:00,GBP,3,BoE's Governor Bailey speech,,,
2023-05-11 12:00:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2023-05-11 12:00:00+00:00,EUR,2,ECB's Schnabel speech,,,
2023-05-11 12:30:00+00:00,USD,2,Initial Jobless Claims,264.0,245.0,242.0
2023-05-11 12:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,245.25,,239.25
2023-05-11 12:30:00+00:00,USD,2,Producer Price Index ex Food & Energy (YoY),3.2,3.3,3.4
2023-05-11 14:15:00+00:00,USD,2,Fed's Waller speech,,,
2023-05-11 17:30:00+00:00,EUR,2,ECB's De Guindos speech,,,
2023-05-11 22:30:00+00:00,NZD,2,Business NZ PMI,49.1,50.7,48.1
2023-05-12 03:00:00+00:00,NZD,2,RBNZ Inflation Expectations (QoQ),2.79,,3.3
2023-05-12 06:00:00+00:00,GBP,2,Gross Domestic Product (MoM),-0.3,0.0,0.0
2023-05-12 06:00:00+00:00,GBP,3,Gross Domestic Product (QoQ),0.1,0.1,0.1
2023-05-12 06:00:00+00:00,GBP,2,Gross Domestic Product (YoY),0.2,0.2,0.6
2023-05-12 06:00:00+00:00,GBP,2,Industrial Production (MoM),0.7,0.0,-0.2
2023-05-12 06:00:00+00:00,GBP,2,Manufacturing Production (MoM),0.7,-0.1,0.0
2023-05-12 06:00:00+00:00,GBP,2,Manufacturing Production (YoY),-1.3,-2.5,-2.4
2023-05-12 07:15:00+00:00,EUR,2,ECB's Nagel speech,,,
2023-05-12 08:00:00+00:00,EUR,2,ECB's De Guindos speech,,,
2023-05-12 11:15:00+00:00,GBP,2,BoE's Pill speech,,,
2023-05-12 12:00:00+00:00,GBP,2,NIESR GDP Estimate (3M),0.1,0.0,0.1
2023-05-12 14:00:00+00:00,USD,2,Michigan Consumer Expectations Index,53.4,,60.5
2023-05-12 14:00:00+00:00,USD,3,Michigan Consumer Sentiment Index,57.7,63.0,63.5
2023-05-12 14:00:00+00:00,USD,2,UoM 1-year Consumer Inflation Expectations,4.5,,4.6
2023-05-12 14:00:00+00:00,USD,2,UoM 5-year Consumer Inflation Expectation,3.2,,3.0
2023-05-12 23:45:00+00:00,USD,2,Fed's Bullard speech,,,
2023-05-12 23:45:00+00:00,USD,2,Fed's Jefferson speech,,,
2023-05-13 14:30:00+00:00,USD,2,Fed's Cook speech,,,
2023-05-15 07:00:00+00:00,EUR,2,Eurogroup Meeting,,,
2023-05-15 09:00:00+00:00,EUR,2,Industrial Production s.a. (MoM),-4.1,-2.5,1.5
2023-05-15 10:00:00+00:00,EUR,2,European Commission releases Economic Growth Forecasts,,,
2023-05-15 12:45:00+00:00,USD,2,Fed's Bostic speech,,,
2023-05-15 13:15:00+00:00,USD,2,Fed's Kashkari speech,,,
2023-05-15 16:00:00+00:00,GBP,2,BoE's Pill speech,,,
2023-05-15 16:30:00+00:00,USD,2,Fed's Barkin speech,,,
2023-05-15 21:00:00+00:00,USD,2,Fed's Cook speech,,,
2023-05-16 00:30:00+00:00,AUD,2,Westpac Consumer Confidence,-7.9,-1.7,9.4
2023-05-16 01:30:00+00:00,AUD,3,RBA Meeting Minutes,,,
2023-05-16 06:00:00+00:00,GBP,2,Average Earnings Excluding Bonus (3Mo/Yr),6.7,6.8,6.6
2023-05-16 06:00:00+00:00,GBP,2,Average Earnings Including Bonus (3Mo/Yr),5.8,5.1,5.9
2023-05-16 06:00:00+00:00,GBP,3,Claimant Count Change,46.7,-10.8,28.2
2023-05-16 06:00:00+00:00,GBP,2,Claimant Count Rate,4.0,,3.9
2023-05-16 06:00:00+00:00,GBP,3,Employment Change (3M),182.0,,169.0
2023-05-16 06:00:00+00:00,GBP,3,ILO Unemployment Rate (3M),3.9,3.8,3.8
2023-05-16 07:00:00+00:00,EUR,2,EcoFin Meeting,,,
2023-05-16 09:00:00+00:00,EUR,2,ZEW Survey – Current Situation,-34.8,-37.5,-32.5
2023-05-16 09:00:00+00:00,EUR,2,ZEW Survey – Economic Sentiment,-10.7,-5.5,4.1
2023-05-16 09:00:00+00:00,EUR,3,Gross Domestic Product s.a. (QoQ),0.1,0.1,0.1
2023-05-16 09:00:00+00:00,EUR,3,Gross Domestic Product s.a. (YoY),1.3,1.3,1.3
2023-05-16 09:00:00+00:00,EUR,2,ZEW Survey – Economic Sentiment,-9.4,8.2,6.4
2023-05-16 12:15:00+00:00,USD,2,Fed's Mester speech,,,
2023-05-16 12:30:00+00:00,CAD,2,BoC Consumer Price Index Core (MoM),0.5,0.7,0.6
2023-05-16 12:30:00+00:00,CAD,3,BoC Consumer Price Index Core (YoY),4.1,3.9,4.3
2023-05-16 12:30:00+00:00,CAD,2,Consumer Price Index - Core (MoM),0.5,,0.3
2023-05-16 12:30:00+00:00,CAD,2,Consumer Price Index (MoM),0.7,0.4,0.5
2023-05-16 12:30:00+00:00,CAD,2,Consumer Price Index (YoY),4.4,4.1,4.3
2023-05-16 12:30:00+00:00,USD,3,Retail Sales (MoM),0.4,0.7,-1.0
2023-05-16 12:30:00+00:00,USD,3,Retail Sales Control Group,0.7,0.0,-0.3
2023-05-16 12:30:00+00:00,USD,2,Retail Sales ex Autos (MoM),0.4,0.4,-0.8
2023-05-16 12:55:00+00:00,USD,2,Fed's Bostic speech,,,
2023-05-16 14:00:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2023-05-16 16:15:00+00:00,USD,2,Fed's Williams speech,,,
2023-05-16 19:15:00+00:00,USD,2,Fed's Logan speech,,,
2023-05-16 23:00:00+00:00,USD,2,Fed's Bostic speech,,,
2023-05-16 23:50:00+00:00,JPY,3,Gross Domestic Product (QoQ),0.4,0.1,0.0
2023-05-16 23:50:00+00:00,JPY,2,Gross Domestic Product Annualized,1.6,0.7,0.1
2023-05-17 01:30:00+00:00,AUD,2,Wage Price Index (QoQ),0.8,0.9,0.8
2023-05-17 04:30:00+00:00,JPY,2,Industrial Production (YoY),-0.6,-0.7,-0.7
2023-05-17 09:00:00+00:00,EUR,2,Core Harmonized Index of Consumer Prices (MoM),1.0,1.0,1.0
2023-05-17 09:00:00+00:00,EUR,2,Core Harmonized Index of Consumer Prices (YoY),5.6,5.6,5.6
2023-05-17 09:00:00+00:00,EUR,2,ECB's Elderson speech,,,
2023-05-17 09:00:00+00:00,EUR,2,Harmonized Index of Consumer Prices (MoM),0.6,0.7,0.7
2023-05-17 09:30:00+00:00,EUR,2,10-y Bond Auction,2.31,,2.51
2023-05-17 09:30:00+00:00,EUR,2,ECB's Panetta speech,,,
2023-05-17 09:50:00+00:00,GBP,3,BoE's Governor Bailey speech,,,
2023-05-17 12:30:00+00:00,USD,2,Building Permits (MoM),1.416,1.437,1.413
2023-05-17 12:30:00+00:00,USD,2,Housing Starts (MoM),1.401,1.4,1.42
2023-05-17 15:15:00+00:00,EUR,2,ECB's De Guindos speech,,,
2023-05-17 23:50:00+00:00,JPY,2,Exports (YoY),2.6,3.0,4.3
2023-05-17 23:50:00+00:00,JPY,2,Imports (YoY),-2.3,-0.3,7.3
2023-05-17 23:50:00+00:00,JPY,2,Merchandise Trade Balance Total,-432.4,-613.8,-754.5
2023-05-18 01:30:00+00:00,AUD,3,Employment Change s.a.,-4.3,25.0,53.0
2023-05-18 01:30:00+00:00,AUD,2,Full-Time Employment,-27.1,,72.2
2023-05-18 01:30:00+00:00,AUD,3,Unemployment Rate s.a.,3.7,3.5,3.5
2023-05-18 02:00:00+00:00,NZD,3,Budget Release,,,
2023-05-18 06:30:00+00:00,EUR,2,ECB's De Guindos speech,,,
2023-05-18 09:00:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2023-05-18 09:15:00+00:00,GBP,3,BoE Monetary Policy Report Hearings,,,
2023-05-18 12:30:00+00:00,USD,2,Initial Jobless Claims,242.0,254.0,264.0
2023-05-18 12:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,244.25,,245.25
2023-05-18 12:30:00+00:00,USD,2,Philadelphia Fed Manufacturing Survey,-10.4,-19.8,-31.3
2023-05-18 13:05:00+00:00,USD,2,Fed's Jefferson speech,,,
2023-05-18 22:45:00+00:00,NZD,2,Exports,6.8,,6.51
2023-05-18 22:45:00+00:00,NZD,2,Imports,6.38,,7.78
2023-05-18 22:45:00+00:00,NZD,2,Trade Balance NZD (YoY),-16.8,,-16.4
2023-05-18 23:01:00+00:00,GBP,2,GfK Consumer Confidence,-27.0,-27.0,-30.0
