datetime,currency,impact,event,actual,forecast,previous
2022-01-31 21:30:00+00:00,AUD,2,AiG Performance of Mfg Index,48.4,,54.8
2022-01-31 21:45:00+00:00,NZD,2,Exports,6.07,,5.86
2022-01-31 21:45:00+00:00,NZD,2,Imports,6.55,,6.73
2022-01-31 21:45:00+00:00,NZD,2,Trade Balance NZD (YoY),-6.78,,-6.04
2022-01-31 23:30:00+00:00,JPY,2,Jobs / Applicants Ratio,1.16,1.16,1.15
2022-01-31 23:30:00+00:00,JPY,2,Unemployment Rate,2.7,2.8,2.8
2022-02-01 00:30:00+00:00,AUD,3,Retail Sales s.a. (MoM),-4.4,3.9,7.3
2022-02-01 03:30:00+00:00,AUD,3,RBA Interest Rate Decision,0.1,0.1,0.1
2022-02-01 03:30:00+00:00,AUD,3,RBA Rate Statement,,,
2022-02-01 07:00:00+00:00,EUR,2,Retail Sales (MoM),-5.5,-1.2,0.6
2022-02-01 07:00:00+00:00,EUR,3,Retail Sales (YoY),0.0,-0.6,-2.9
2022-02-01 07:30:00+00:00,CHF,2,Real Retail Sales (YoY),-0.4,4.7,5.8
2022-02-01 08:55:00+00:00,EUR,2,HCOB Manufacturing PMI,,60.5,
2022-02-01 08:55:00+00:00,EUR,2,Unemployment Change,-48.0,-6.0,-23.0
2022-02-01 08:55:00+00:00,EUR,2,Unemployment Rate s.a.,5.1,5.2,5.2
2022-02-01 09:00:00+00:00,EUR,3,ECB Bank Lending Survey,,,
2022-02-01 09:30:00+00:00,GBP,2,S&P Global Manufacturing PMI,,56.9,
2022-02-01 10:00:00+00:00,EUR,2,Unemployment Rate,7.0,7.1,7.2
2022-02-01 13:30:00+00:00,CAD,2,Gross Domestic Product (MoM),0.6,0.3,0.8
2022-02-01 14:30:00+00:00,CAD,2,S&P Global Manufacturing PMI,,56.9,
2022-02-01 14:45:00+00:00,USD,2,S&P Global Manufacturing PMI,,55.0,
2022-02-01 15:00:00+00:00,USD,2,ISM Manufacturing Employment Index,54.5,53.8,54.2
2022-02-01 15:00:00+00:00,USD,2,ISM Manufacturing New Orders Index,57.9,61.0,60.4
2022-02-01 15:00:00+00:00,USD,3,ISM Manufacturing PMI,57.6,57.5,58.7
2022-02-01 15:00:00+00:00,USD,2,ISM Manufacturing Prices Paid,76.1,68.1,68.2
2022-02-01 21:45:00+00:00,NZD,3,Employment Change,0.1,0.3,2.0
2022-02-01 21:45:00+00:00,NZD,2,Labour Cost Index (QoQ),0.7,0.9,0.7
2022-02-01 21:45:00+00:00,NZD,2,Participation Rate,71.1,71.2,71.2
2022-02-01 21:45:00+00:00,NZD,3,Unemployment Rate,3.2,3.4,3.4
2022-02-02 01:30:00+00:00,AUD,3,RBA's Governor Lowe speech,,,
2022-02-02 09:00:00+00:00,USD,2,OPEC Meeting,,,
2022-02-02 10:00:00+00:00,EUR,3,Core Harmonized Index of Consumer Prices (YoY),2.3,1.9,2.6
2022-02-02 10:00:00+00:00,EUR,3,Harmonized Index of Consumer Prices (YoY),5.1,4.4,5.0
2022-02-02 13:15:00+00:00,USD,3,ADP Employment Change,-301.0,207.0,807.0
2022-02-02 15:00:00+00:00,CAD,2,BoC's Gravelle speech,,,
2022-02-02 20:00:00+00:00,CAD,3,BoC's Governor Macklem speech,,,
2022-02-02 21:30:00+00:00,AUD,2,AiG Performance of Construction Index,45.9,,57.0
2022-02-02 22:00:00+00:00,AUD,2,S&P Global Services PMI,,45.0,
2022-02-03 00:30:00+00:00,AUD,2,Building Permits (MoM),8.2,-1.0,3.6
2022-02-03 00:30:00+00:00,AUD,2,Exports (MoM),1.0,,2.0
2022-02-03 00:30:00+00:00,AUD,2,Imports (MoM),5.0,,6.0
2022-02-03 00:30:00+00:00,AUD,2,National Australia Bank's Business Confidence (QoQ),18.0,-10.0,-1.0
2022-02-03 00:30:00+00:00,AUD,3,Trade Balance (MoM),8356.0,,9423.0
2022-02-03 08:55:00+00:00,EUR,2,HCOB Composite PMI,,54.3,
2022-02-03 09:00:00+00:00,EUR,2,HCOB Composite PMI,,52.4,
2022-02-03 09:30:00+00:00,GBP,2,S&P Global Composite PMI,,,
2022-02-03 12:00:00+00:00,GBP,3,BoE Asset Purchase Facility,,895.0,895.0
2022-02-03 12:00:00+00:00,GBP,3,BoE Interest Rate Decision,0.5,0.5,0.25
2022-02-03 12:00:00+00:00,GBP,3,BoE Minutes,,,
2022-02-03 12:00:00+00:00,GBP,3,BoE Monetary Policy Report,,,
2022-02-03 12:00:00+00:00,GBP,3,BoE Monetary Policy Summary,,,
2022-02-03 12:00:00+00:00,GBP,3,BoE MPC Vote Rate Cut,0.0,0.0,0.0
2022-02-03 12:00:00+00:00,GBP,3,BoE MPC Vote Rate Hike,9.0,8.0,8.0
2022-02-03 12:00:00+00:00,GBP,3,BoE MPC Vote Rate Unchanged,0.0,1.0,1.0
2022-02-03 12:30:00+00:00,GBP,3,BoE's Governor Bailey speech,,,
2022-02-03 12:45:00+00:00,EUR,3,ECB Main Refinancing Operations Rate,0.0,0.0,0.0
2022-02-03 12:45:00+00:00,EUR,3,ECB Monetary Policy Statement,,,
2022-02-03 12:45:00+00:00,EUR,3,ECB Rate On Deposit Facility,-0.5,-0.5,-0.5
2022-02-03 13:30:00+00:00,EUR,3,ECB Press Conference,,,
2022-02-03 13:30:00+00:00,USD,2,Initial Jobless Claims,238.0,245.0,260.0
2022-02-03 13:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,255.0,,247.0
2022-02-03 13:30:00+00:00,USD,2,Nonfarm Productivity,6.6,3.2,-5.2
2022-02-03 13:30:00+00:00,USD,2,Unit Labor Costs,0.3,1.5,9.6
2022-02-03 14:45:00+00:00,USD,2,S&P Global Composite PMI,,50.8,
2022-02-03 14:45:00+00:00,USD,2,S&P Global Services PMI,,50.9,
2022-02-03 15:00:00+00:00,USD,2,Factory Orders (MoM),-0.4,-0.2,1.6
2022-02-03 15:00:00+00:00,USD,2,ISM Services Employment Index,52.3,55.7,54.9
2022-02-03 15:00:00+00:00,USD,2,ISM Services New Orders Index,61.7,65.3,61.5
2022-02-03 15:00:00+00:00,USD,3,ISM Services PMI,59.9,59.5,62.0
2022-02-03 15:00:00+00:00,USD,2,ISM Services Prices Paid,82.3,83.0,82.5
2022-02-03 21:45:00+00:00,NZD,2,Building Permits s.a. (MoM),0.6,,0.6
2022-02-04 00:30:00+00:00,AUD,3,RBA Monetary Policy Statement,,,
2022-02-04 07:00:00+00:00,EUR,2,Factory Orders s.a. (MoM),2.8,0.5,3.7
2022-02-04 10:00:00+00:00,EUR,2,Retail Sales (MoM),-3.0,-0.5,1.0
2022-02-04 10:00:00+00:00,EUR,3,Retail Sales (YoY),2.0,5.1,7.8
2022-02-04 13:30:00+00:00,CAD,2,Average Hourly Wages (YoY),2.4,,2.7
2022-02-04 13:30:00+00:00,CAD,3,Net Change in Employment,-200.1,-117.5,54.7
2022-02-04 13:30:00+00:00,CAD,2,Participation Rate,65.0,65.3,65.3
2022-02-04 13:30:00+00:00,CAD,3,Unemployment Rate,6.5,6.2,5.9
2022-02-04 13:30:00+00:00,USD,2,Average Hourly Earnings (MoM),0.7,0.5,0.6
2022-02-04 13:30:00+00:00,USD,2,Average Hourly Earnings (YoY),5.7,5.2,4.7
2022-02-04 13:30:00+00:00,USD,2,Labor Force Participation Rate,62.2,61.8,61.9
2022-02-04 13:30:00+00:00,USD,3,Nonfarm Payrolls,467.0,150.0,199.0
2022-02-04 13:30:00+00:00,USD,2,U6 Underemployment Rate,7.1,7.5,7.3
2022-02-04 13:30:00+00:00,USD,2,Unemployment Rate,4.0,3.9,3.9
2022-02-04 15:00:00+00:00,CAD,2,Ivey Purchasing Managers Index,57.4,,51.1
2022-02-04 15:00:00+00:00,CAD,2,Ivey Purchasing Managers Index s.a,50.7,,45.0
2022-02-07 00:00:00+00:00,AUD,2,TD-MI Inflation Gauge (MoM),0.4,,0.2
2022-02-07 00:30:00+00:00,AUD,2,Retail Sales (QoQ),8.2,,-4.4
2022-02-07 06:45:00+00:00,CHF,2,Unemployment Rate s.a (MoM),2.3,2.4,2.4
2022-02-07 15:45:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2022-02-07 23:30:00+00:00,JPY,2,Overall Household Spending (YoY),-0.2,0.3,-1.3
2022-02-07 23:50:00+00:00,JPY,2,Current Account n.s.a.,-370.8,73.5,897.3
2022-02-08 00:01:00+00:00,GBP,2,BRC Like-For-Like Retail Sales (YoY),8.1,0.7,0.6
2022-02-08 02:15:00+00:00,NZD,3,RBNZ's Governor Orr speech,,,
2022-02-08 13:30:00+00:00,CAD,2,International Merchandise Trade,-0.14,2.5,3.13
2022-02-08 13:30:00+00:00,USD,2,Goods and Services Trade Balance,-80.73,-83.0,-80.2
2022-02-08 23:30:00+00:00,AUD,2,Westpac Consumer Confidence,-1.3,,-2.0
2022-02-09 07:00:00+00:00,EUR,2,Trade Balance s.a.,6.8,10.4,10.9
2022-02-09 17:00:00+00:00,CAD,3,BoC's Governor Macklem speech,,,
2022-02-09 17:00:00+00:00,USD,2,Fed's Mester speech,,,
2022-02-10 00:00:00+00:00,AUD,2,Consumer Inflation Expectations,4.6,4.5,4.4
2022-02-10 09:00:00+00:00,EUR,2,ECB's Elderson speech,,,
2022-02-10 10:00:00+00:00,EUR,2,European Commission releases Economic Growth Forecasts,,,
2022-02-10 12:00:00+00:00,EUR,2,ECB's De Guindos speech,,,
2022-02-10 13:15:00+00:00,EUR,2,ECB's Lane speech,,,
2022-02-10 13:30:00+00:00,USD,2,Consumer Price Index (MoM),0.6,0.5,0.5
2022-02-10 13:30:00+00:00,USD,2,Consumer Price Index (YoY),7.5,7.3,7.0
2022-02-10 13:30:00+00:00,USD,2,Consumer Price Index Core s.a,286.43,,284.76
2022-02-10 13:30:00+00:00,USD,3,Consumer Price Index ex Food & Energy (MoM),0.6,0.5,0.6
2022-02-10 13:30:00+00:00,USD,3,Consumer Price Index ex Food & Energy (YoY),6.0,5.9,5.5
2022-02-10 13:30:00+00:00,USD,2,Initial Jobless Claims,223.0,230.0,238.0
2022-02-10 13:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,253.25,,255.0
2022-02-10 17:00:00+00:00,GBP,3,BoE's Governor Bailey speech,,,
2022-02-10 19:00:00+00:00,USD,2,Monthly Budget Statement,119.0,25.0,-21.0
2022-02-10 21:30:00+00:00,NZD,2,Business NZ PMI,52.1,55.3,53.7
2022-02-10 22:30:00+00:00,AUD,3,RBA's Governor Lowe speech,,,
2022-02-11 02:00:00+00:00,NZD,2,RBNZ Inflation Expectations (QoQ),3.27,,2.96
2022-02-11 07:00:00+00:00,EUR,3,Harmonized Index of Consumer Prices (YoY),5.1,5.1,5.1
2022-02-11 07:00:00+00:00,GBP,2,Gross Domestic Product (MoM),-0.2,-0.6,0.9
2022-02-11 07:00:00+00:00,GBP,3,Gross Domestic Product (QoQ),1.0,1.1,1.1
2022-02-11 07:00:00+00:00,GBP,2,Gross Domestic Product (YoY),6.5,6.4,6.8
2022-02-11 07:00:00+00:00,GBP,2,Industrial Production (MoM),0.3,0.1,1.0
2022-02-11 07:00:00+00:00,GBP,2,Manufacturing Production (MoM),0.2,0.1,1.1
2022-02-11 07:00:00+00:00,GBP,2,Manufacturing Production (YoY),1.3,1.7,0.4
2022-02-11 08:05:00+00:00,EUR,2,ECB's Elderson speech,,,
2022-02-11 14:00:00+00:00,GBP,2,NIESR GDP Estimate (3M),0.9,1.1,1.2
2022-02-11 15:00:00+00:00,USD,2,Michigan Consumer Expectations Index,57.4,,64.1
2022-02-11 15:00:00+00:00,USD,3,Michigan Consumer Sentiment Index,61.7,67.5,67.2
2022-02-11 15:00:00+00:00,USD,2,UoM 1-year Consumer Inflation Expectations,5.0,,4.9
2022-02-11 15:00:00+00:00,USD,2,UoM 5-year Consumer Inflation Expectation,3.1,,3.1
2022-02-14 16:15:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2022-02-14 22:00:00+00:00,NZD,2,REINZ House Price Index (MoM),-1.5,,-1.0
2022-02-14 23:50:00+00:00,JPY,3,Gross Domestic Product (QoQ),1.3,1.4,-0.9
2022-02-14 23:50:00+00:00,JPY,2,Gross Domestic Product Annualized,5.4,5.8,-3.6
2022-02-15 00:30:00+00:00,AUD,3,RBA Meeting Minutes,,,
2022-02-15 02:30:00+00:00,AUD,2,HIA New Home Sales (MoM),-8.3,,11.3
2022-02-15 04:30:00+00:00,JPY,2,Industrial Production (YoY),2.7,2.7,2.7
2022-02-15 07:00:00+00:00,GBP,2,Average Earnings Excluding Bonus (3Mo/Yr),3.7,3.6,3.8
2022-02-15 07:00:00+00:00,GBP,2,Average Earnings Including Bonus (3Mo/Yr),4.3,3.9,4.2
2022-02-15 07:00:00+00:00,GBP,3,Claimant Count Change,-31.9,,-43.3
2022-02-15 07:00:00+00:00,GBP,2,Claimant Count Rate,4.6,,4.7
2022-02-15 07:00:00+00:00,GBP,3,Employment Change (3M),-38.0,,60.0
2022-02-15 07:00:00+00:00,GBP,3,ILO Unemployment Rate (3M),4.1,4.1,4.1
2022-02-15 10:00:00+00:00,EUR,2,ZEW Survey – Current Situation,-8.1,-6.0,-10.2
2022-02-15 10:00:00+00:00,EUR,2,ZEW Survey – Economic Sentiment,54.3,55.0,51.7
2022-02-15 10:00:00+00:00,EUR,3,Gross Domestic Product s.a. (QoQ),0.3,0.3,0.3
2022-02-15 10:00:00+00:00,EUR,3,Gross Domestic Product s.a. (YoY),4.6,4.6,4.6
2022-02-15 10:00:00+00:00,EUR,2,ZEW Survey – Economic Sentiment,48.6,38.4,49.4
2022-02-15 13:30:00+00:00,USD,2,Producer Price Index ex Food & Energy (YoY),8.3,7.9,8.3
2022-02-16 07:00:00+00:00,GBP,2,Consumer Price Index (MoM),-0.1,-0.4,0.5
2022-02-16 07:00:00+00:00,GBP,3,Consumer Price Index (YoY),5.5,5.4,5.4
2022-02-16 07:00:00+00:00,GBP,2,Core Consumer Price Index (YoY),4.4,4.3,4.2
2022-02-16 07:00:00+00:00,GBP,2,PPI Core Output (MoM) n.s.a,1.1,0.7,0.5
2022-02-16 07:00:00+00:00,GBP,2,PPI Core Output (YoY) n.s.a ,9.3,9.0,8.7
2022-02-16 07:00:00+00:00,GBP,2,Retail Price Index (MoM),0.0,-0.4,1.1
2022-02-16 07:00:00+00:00,GBP,2,Retail Price Index (YoY),7.8,7.5,7.5
2022-02-16 08:45:00+00:00,AUD,2,RBA's Debelle speech,,,
2022-02-16 10:00:00+00:00,EUR,2,Industrial Production s.a. (MoM),1.2,0.3,2.3
2022-02-16 10:30:00+00:00,EUR,2,10-y Bond Auction,0.31,,-0.08
2022-02-16 13:30:00+00:00,CAD,2,BoC Consumer Price Index Core (MoM),0.8,0.4,0.0
2022-02-16 13:30:00+00:00,CAD,3,BoC Consumer Price Index Core (YoY),4.3,4.6,4.0
2022-02-16 13:30:00+00:00,CAD,2,Consumer Price Index - Core (MoM),0.4,,0.6
2022-02-16 13:30:00+00:00,CAD,2,Consumer Price Index (MoM),0.9,0.6,-0.1
2022-02-16 13:30:00+00:00,CAD,2,Consumer Price Index (YoY),5.1,4.8,4.8
2022-02-16 13:30:00+00:00,USD,3,Retail Sales (MoM),3.8,2.0,-1.9
2022-02-16 13:30:00+00:00,USD,3,Retail Sales Control Group,4.8,1.0,-3.1
2022-02-16 13:30:00+00:00,USD,2,Retail Sales ex Autos (MoM),3.3,0.8,-2.3
2022-02-16 18:30:00+00:00,CAD,2,BoC's Lane speech,,,
2022-02-16 19:00:00+00:00,USD,3,FOMC Minutes,,,
2022-02-16 23:50:00+00:00,JPY,2,Exports (YoY),9.6,16.5,17.5
2022-02-16 23:50:00+00:00,JPY,2,Imports (YoY),39.6,37.1,41.1
2022-02-16 23:50:00+00:00,JPY,2,Merchandise Trade Balance Total,-2191.1,-1607.0,-582.4
2022-02-17 00:30:00+00:00,AUD,3,Employment Change s.a.,12.9,0.0,64.8
2022-02-17 00:30:00+00:00,AUD,2,Full-Time Employment,-17.0,,41.5
2022-02-17 00:30:00+00:00,AUD,3,Unemployment Rate s.a.,4.2,4.2,4.2
2022-02-17 07:00:00+00:00,EUR,2,ECB's Schnabel speech,,,
2022-02-17 09:00:00+00:00,EUR,2,Economic Bulletin,,,
2022-02-17 13:30:00+00:00,USD,2,Building Permits (MoM),1.899,1.76,1.873
2022-02-17 13:30:00+00:00,USD,2,Housing Starts (MoM),1.638,1.7,1.702
2022-02-17 13:30:00+00:00,USD,2,Initial Jobless Claims,248.0,219.0,223.0
2022-02-17 13:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,243.25,,253.25
2022-02-17 13:30:00+00:00,USD,2,Philadelphia Fed Manufacturing Survey,16.0,20.0,23.2
2022-02-17 14:00:00+00:00,EUR,2,ECB's Lane speech,,,
2022-02-17 16:00:00+00:00,USD,2,Fed's Bullard speech,,,
2022-02-17 22:00:00+00:00,USD,2,Fed's Mester speech,,,
2022-02-17 23:30:00+00:00,JPY,2,National Consumer Price Index (YoY),0.5,0.6,0.8
2022-02-17 23:30:00+00:00,JPY,2,"National CPI ex Food, Energy (YoY)",-1.1,-0.7,-0.7
2022-02-17 23:30:00+00:00,JPY,2,National CPI ex Fresh Food (YoY),0.2,0.3,0.5
2022-02-18 07:00:00+00:00,GBP,2,Retail Sales (MoM),1.9,1.0,-3.7
2022-02-18 07:00:00+00:00,GBP,2,Retail Sales (YoY),9.1,8.7,-0.9
2022-02-18 07:00:00+00:00,GBP,2,Retail Sales ex-Fuel (MoM),1.7,1.2,-3.6
2022-02-18 07:00:00+00:00,GBP,2,Retail Sales ex-Fuel (YoY),7.2,7.9,-3.0
2022-02-18 07:30:00+00:00,CHF,2,Industrial Production (YoY),7.3,,8.3
2022-02-18 13:00:00+00:00,EUR,2,ECB's Elderson speech,,,
2022-02-18 13:30:00+00:00,CAD,3,Retail Sales (MoM),-1.8,-2.1,0.7
2022-02-18 13:30:00+00:00,CAD,2,Retail Sales ex Autos (MoM),-2.5,-2.0,1.1
2022-02-18 15:00:00+00:00,EUR,2,Consumer Confidence,-8.8,-8.0,-8.5
2022-02-18 15:15:00+00:00,USD,2,Fed's Waller speech,,,
2022-02-18 18:30:00+00:00,EUR,2,ECB's Panetta speech,,,
2022-02-18 18:30:00+00:00,USD,2,Fed's Brainard speech,,,
2022-02-19 03:30:00+00:00,AUD,3,RBA's Governor Lowe speech,,,
2022-02-20 22:00:00+00:00,AUD,2,S&P Global Manufacturing PMI,,56.1,
2022-02-20 22:00:00+00:00,AUD,2,S&P Global Services PMI,,42.6,
2022-02-21 07:00:00+00:00,EUR,2,Producer Price Index (MoM),2.2,1.5,5.0
2022-02-21 08:30:00+00:00,EUR,3,HCOB Composite PMI,,54.3,
2022-02-21 08:30:00+00:00,EUR,3,HCOB Manufacturing PMI,,59.5,
2022-02-21 08:30:00+00:00,EUR,2,HCOB Services PMI,,53.0,
2022-02-21 09:00:00+00:00,EUR,3,HCOB Composite PMI,,52.7,
2022-02-21 09:00:00+00:00,EUR,2,HCOB Manufacturing PMI,,58.7,
2022-02-21 09:00:00+00:00,EUR,2,HCOB Services PMI,,52.0,
2022-02-21 09:30:00+00:00,GBP,2,S&P Global Composite PMI,,,
2022-02-21 09:30:00+00:00,GBP,2,S&P Global Manufacturing PMI,,57.2,
2022-02-21 09:30:00+00:00,GBP,3,S&P Global Services PMI,,55.5,
2022-02-21 16:15:00+00:00,USD,2,Fed's Bowman speech,,,
2022-02-22 01:00:00+00:00,AUD,2,RBA's Kent speech,,,
2022-02-22 09:00:00+00:00,EUR,2,IFO – Business Climate,98.9,96.5,95.7
2022-02-22 09:00:00+00:00,EUR,2,IFO – Current Assessment,98.6,96.6,96.1
2022-02-22 09:00:00+00:00,EUR,2,IFO – Expectations,99.2,96.1,95.2
2022-02-22 10:45:00+00:00,GBP,2,BoE's Ramsden speech,,,
2022-02-22 14:00:00+00:00,USD,2,Housing Price Index (MoM),1.2,,1.1
2022-02-22 14:00:00+00:00,USD,2,S&P/Case-Shiller Home Price Indices (YoY),18.6,18.2,18.3
2022-02-22 14:45:00+00:00,USD,2,S&P Global Composite PMI,,,
2022-02-22 14:45:00+00:00,USD,2,S&P Global Manufacturing PMI,,56.0,
2022-02-22 14:45:00+00:00,USD,2,S&P Global Services PMI,,53.0,
2022-02-22 15:00:00+00:00,USD,2,Consumer Confidence,,,
2022-02-23 00:30:00+00:00,AUD,2,Wage Price Index (QoQ),0.7,0.7,0.6
2022-02-23 01:00:00+00:00,NZD,3,RBNZ Interest Rate Decision,1.0,1.0,0.75
2022-02-23 01:00:00+00:00,NZD,3,RBNZ Monetary Policy Review,,,
2022-02-23 01:00:00+00:00,NZD,3,RBNZ Monetary Policy Statement,,,
2022-02-23 02:00:00+00:00,NZD,3,RBNZ Press Conference,,,
2022-02-23 07:00:00+00:00,EUR,2,GfK Consumer Confidence Survey,-8.1,-6.3,-6.7
2022-02-23 09:00:00+00:00,CHF,2,ZEW Survey – Expectations,9.0,4.6,9.5
2022-02-23 09:15:00+00:00,EUR,2,ECB's Elderson speech,,,
2022-02-23 09:30:00+00:00,GBP,3,BoE Monetary Policy Report Hearings,,,
2022-02-23 09:30:00+00:00,GBP,3,BoE's Governor Bailey speech,,,
2022-02-23 10:00:00+00:00,EUR,2,Core Harmonized Index of Consumer Prices (MoM),-0.9,-0.8,0.4
2022-02-23 10:00:00+00:00,EUR,2,Core Harmonized Index of Consumer Prices (YoY),2.3,2.3,2.3
2022-02-23 10:00:00+00:00,EUR,2,Harmonized Index of Consumer Prices (MoM),0.3,0.3,0.4
2022-02-23 11:30:00+00:00,EUR,2,ECB's De Guindos speech,,,
2022-02-23 17:00:00+00:00,GBP,2,BoE's Tenreyro speech,,,
2022-02-24 13:30:00+00:00,USD,2,Chicago Fed National Activity Index ,0.69,-0.08,-0.15
2022-02-24 13:30:00+00:00,USD,2,Core Personal Consumption Expenditures (QoQ),5.0,4.9,4.9
2022-02-24 13:30:00+00:00,USD,3,Gross Domestic Product Annualized,7.0,7.0,6.9
2022-02-24 13:30:00+00:00,USD,2,Gross Domestic Product Price Index,7.2,6.9,7.0
2022-02-24 13:30:00+00:00,USD,2,Initial Jobless Claims,232.0,235.0,248.0
2022-02-24 13:30:00+00:00,USD,2,Initial Jobless Claims 4-week average,236.25,,243.25
2022-02-24 13:30:00+00:00,USD,2,Personal Consumption Expenditures Prices (QoQ),6.3,6.3,6.5
2022-02-24 15:00:00+00:00,USD,2,Fed's Harker speech,,,
2022-02-24 15:00:00+00:00,USD,2,New Home Sales (MoM),0.801,0.806,0.811
2022-02-24 16:00:00+00:00,EUR,2,ECB's Schnabel speech,,,
2022-02-24 17:00:00+00:00,USD,2,Fed's Mester speech,,,
2022-02-24 18:00:00+00:00,GBP,2,BoE's Pill speech,,,
2022-02-24 21:45:00+00:00,NZD,2,Exports,4.86,,6.07
2022-02-24 21:45:00+00:00,NZD,2,Imports,5.94,,6.55
2022-02-24 21:45:00+00:00,NZD,3,Retail Sales (QoQ),8.6,-2.2,-8.1
2022-02-24 21:45:00+00:00,NZD,2,Retail Sales ex Autos (QoQ),6.8,-2.7,-6.7
2022-02-24 21:45:00+00:00,NZD,2,Trade Balance NZD (YoY),-7.71,,-6.78
2022-02-24 23:30:00+00:00,JPY,2,Tokyo Consumer Price Index (YoY),1.0,0.6,0.5
2022-02-24 23:30:00+00:00,JPY,2,"Tokyo CPI ex Food, Energy (YoY)",-0.6,-0.5,-0.7
2022-02-24 23:30:00+00:00,JPY,2,Tokyo CPI ex Fresh Food (YoY),0.5,0.4,0.2
2022-02-25 00:00:00+00:00,EUR,2,Eurogroup Meeting,,,
2022-02-25 00:01:00+00:00,GBP,2,GfK Consumer Confidence,-26.0,-18.0,-19.0
2022-02-25 01:00:00+00:00,USD,2,Fed's Waller speech,,,
2022-02-25 07:00:00+00:00,EUR,2,Gross Domestic Product (QoQ),-0.3,-0.7,-0.7
2022-02-25 07:00:00+00:00,EUR,2,Gross Domestic Product (YoY),1.8,1.4,1.4
2022-02-25 07:00:00+00:00,EUR,2,Gross Domestic Product w.d.a (YoY),1.8,1.4,1.4
2022-02-25 10:00:00+00:00,EUR,2,Business Climate,1.79,,1.81
2022-02-25 10:00:00+00:00,EUR,2,Consumer Confidence,-8.8,-8.8,-8.8
2022-02-25 13:30:00+00:00,USD,2,Core Personal Consumption Expenditures - Price Index (MoM),0.5,0.5,0.5
2022-02-25 13:30:00+00:00,USD,2,Core Personal Consumption Expenditures - Price Index (YoY),5.2,5.1,4.9
2022-02-25 13:30:00+00:00,USD,3,Durable Goods Orders,1.6,0.8,-0.9
2022-02-25 13:30:00+00:00,USD,2,Durable Goods Orders ex Defense,1.6,0.1,0.1
2022-02-25 13:30:00+00:00,USD,2,Durable Goods Orders ex Transportation,0.7,0.4,0.4
2022-02-25 13:30:00+00:00,USD,3,Nondefense Capital Goods Orders ex Aircraft,0.9,0.5,0.0
2022-02-25 13:30:00+00:00,USD,2,Personal Income (MoM),0.0,-0.3,0.3
2022-02-25 13:30:00+00:00,USD,2,Personal Spending,2.1,1.5,-0.6
2022-02-25 14:00:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2022-02-25 15:00:00+00:00,USD,2,Michigan Consumer Expectations Index,59.4,,57.4
2022-02-25 15:00:00+00:00,USD,2,Michigan Consumer Sentiment Index,62.8,61.7,61.7
2022-02-25 15:00:00+00:00,USD,2,Pending Home Sales (MoM),-5.7,1.0,-3.8
2022-02-25 15:00:00+00:00,USD,2,UoM 1-year Consumer Inflation Expectations,4.9,,5.0
2022-02-25 15:00:00+00:00,USD,2,UoM 5-year Consumer Inflation Expectation,3.0,,3.1
2022-02-25 16:00:00+00:00,USD,2,Fed Monetary Policy Report,,,
2022-02-26 07:00:00+00:00,EUR,2,EcoFin Meeting,,,
2022-02-26 11:45:00+00:00,EUR,2,ECB's De Guindos speech,,,
2022-02-27 23:50:00+00:00,JPY,2,Industrial Production (MoM),-1.3,-0.7,-1.0
2022-02-27 23:50:00+00:00,JPY,2,Industrial Production (YoY),-0.9,1.1,2.7
2022-02-27 23:50:00+00:00,JPY,2,Large Retailer Sales,2.6,-0.5,1.4
2022-02-27 23:50:00+00:00,JPY,2,Retail Trade (YoY),1.6,1.4,1.4
2022-02-27 23:50:00+00:00,JPY,2,Retail Trade s.a (MoM),-1.9,-1.2,-1.0
2022-02-28 00:00:00+00:00,AUD,2,TD-MI Inflation Gauge (MoM),0.5,,0.4
2022-02-28 00:00:00+00:00,AUD,2,TD-MI Inflation Gauge (YoY),3.5,,2.8
2022-02-28 00:30:00+00:00,AUD,3,Retail Sales s.a. (MoM),1.8,0.4,-4.4
2022-02-28 07:30:00+00:00,CHF,2,Real Retail Sales (YoY),5.1,,-0.4
2022-02-28 08:00:00+00:00,CHF,3,Gross Domestic Product (QoQ),0.3,0.4,1.7
2022-02-28 08:00:00+00:00,CHF,2,Gross Domestic Product (YoY),3.7,1.7,4.1
2022-02-28 08:00:00+00:00,CHF,2,KOF Leading Indicator,105.0,108.5,107.8
2022-02-28 11:30:00+00:00,EUR,2,ECB's Panetta speech,,,
2022-02-28 13:30:00+00:00,CAD,2,Current Account,-0.8,,1.37
2022-02-28 14:45:00+00:00,USD,2,Chicago PMI,56.3,63.0,65.2
2022-02-28 15:50:00+00:00,EUR,3,ECB's President Lagarde speech,,,
2022-02-28 21:30:00+00:00,AUD,2,AiG Performance of Mfg Index,53.2,,48.4
2022-03-01 03:30:00+00:00,AUD,3,RBA Interest Rate Decision,0.1,0.1,0.1
2022-03-01 03:30:00+00:00,AUD,3,RBA Rate Statement,,,
2022-03-01 08:55:00+00:00,EUR,2,HCOB Manufacturing PMI,,58.5,
2022-03-01 09:30:00+00:00,GBP,2,S&P Global Manufacturing PMI,,57.3,
